Source,Target,,
Aindriawandotco,Kabar_Persib ,,
xKRSMWN,KConk1Dhere ,,
mftaaaaaaaa,BolaSportcom ,,
novia_nurhayati,ThaiFootballs ,,
starsinderom,AsliTiBandung_ ,,
starsinderom,badboysbdg_ ,,
starsinderom,persib ,,
danz_gio,_AwayDay ,,
Ray_May_Cry,persib ,,
demong_arlanda,ThaiFootballs ,,
Risma1933,TukangKomporin ,,
mftaaaaaaaa,ThaiFootballs ,,
rukyeah,GOAL_ID ,,
avachitto,GOAL_ID ,,
indosportdotcom,TukangKomporin ,,
marzarw,persib ,,
danzzz_7,ThaiFootballs ,,
Prln_1933,ThaiFootballs ,,
Asep_urg,GOAL_ID ,,
kevinarab69,BolaBanget ,,
rickywisap94,MIBarokah ,,
varinmuchtar,AsliTiBandung_ ,,
varinmuchtar,badboysbdg_ ,,
varinmuchtar,persib ,,
Wanpersib2,deanypermana ,,
Ferry_Natapoera,Kabar_Persib ,,
bobotoh_kngn,namaku_kate ,,
bobotoh_kngn,"persib
PERSiB ",,
fzlrifky,GOAL_ID ,,
LASI____,namaku_kate ,,
LASI____,"persib
PERSiB ",,
AAndreasdonny,thinkerbeller ,,
AAndreasdonny,PRFMnews ,,
mulyana22_,ThaiFootballs ,,
muhamad_will,ThaiFootballs ,,
GOAL_ID,GOAL_ID ,,
LASI____,ThaiFootballs ,,
LASI____,ThaiFootballs ,,
ekoplox,vikingcimahifc ,,
Defender1933,labbola ,,
Defender1933,"persib, ",,
fitrakomara22,persib ,,
Astoy4,ThaiFootballs ,,
JakWonosariYK,haekaladzani ,,
LASI____,AsliTiBandung_ ,,
LASI____,badboysbdg_ ,,
LASI____,persib ,,
ganjarswanara13,ThaiFootballs ,,
abdlhmd30,persib ,,
abdlhmd30,Indomielovers ,,
atepmedjaya,BolaBanget ,,
_eganugraha,persib ,,
muhamad_will,ThaiFootballs ,,
bia_has,badboysbdg_ ,,
Setia_Permana_,persib ,,
iponksatria,indosportdotcom ,,
sirantai,ThaiFootballs ,,
iponksatria,ThaiFootballs ,,
koma_Online,ThaiFootballs ,,
Bociel96_,persib ,,
aliazisakbar_,PRFMnews ,,
Defender1933,namaku_kate ,,
Defender1933,"persib
PERSiB ",,
JakWonosariYK,_AwayDay ,,
imam_ergi,BobotohID… ,,
indosportdotcom,ThaiFootballs ,,
fajarpure,namaku_kate ,,
fajarpure,"persib
PERSiB ",,
Zerhaf33,ThaiFootballs ,,
beritabandung1,persib ,,
maungleungsir33,ThaiFootballs ,,
AaSanghiang,ThaiFootballs ,,
ibelgembelxHCx,namaku_kate ,,
ibelgembelxHCx,"persib
PERSiB ",,
rachmanmmm,BantenGutter ,,
rachmanmmm,persib ,,
ahmad_Sr_,ThaiFootballs ,,
FebrianJs,_AwayDay ,,
salman_t4,thinkerbeller ,,
salman_t4,PRFMnews ,,
anggihmoch,ThaiFootballs ,,
linchim130,tongtongbiru ,,
linchim130,KimKurniawan ,,
linchim130,persib ,,
agustianyuri30,ThaiFootballs ,,
MerryAnjani19,ThaiFootballs ,,
Rendy_Enter,ThaiFootballs ,,
ekoplox,ThaiFootballs ,,
RMahmudah06,labbola ,,
RMahmudah06,"persib, ",,
RMahmudah06,persib ,,
rickywisap94,_AwayDay ,,
_eganugraha,TukangKomporin ,,
_eganugraha,persib ,,
aldobudi420,LalajoPersib ,,
Azhep_aris,LalajoPersib ,,
sandiarya_1977,namaku_kate ,,
sandiarya_1977,persib ,,
adityatrd,ThaiFootballs ,,
starsinderom,_AwayDay ,,
RMahmudah06,v_frontline_pc ,,
RMahmudah06,Ekomaung ,,
yuriesatria,persib ,,
AmmarRamadhanii,ThaiFootballs ,,
Irwansujana27,AsliTiBandung_ ,,
Irwansujana27,badboysbdg_ ,,
Irwansujana27,persib ,,
FajarAShidiq,ThaiFootballs ,,
TamirSyaban,Liga1Match ,,
Frau86015517,ThaiFootballs ,,
akunpePERSIBan,ThaiFootballs ,,
maungleungsir33,ThaiFootballs ,,
atepmedjaya,_AwayDay ,,
TukangKomporin,ThaiFootballs ,,
MR_gustara,ThaiFootballs ,,
TheBonjopi,TukangKomporin ,,
ajrial_fahri,BobotohID ,,
roniMputra,ThaiFootballs ,,
taufik_rf1,sayakemal ,,
taufik_rf1,Kabar_Persib ,,
Abekuns1,_AwayDay ,,
IrizkiFirdaus,"persib, ",,
MaungFootball,labbola ,,
MaungFootball,"persib, ",,
ucuf_ocins,labbola ,,
ucuf_ocins,"persib, ",,
atepmedjaya,ThaiFootballs ,,
sandiarya_1977,ThaiFootballs ,,
anggisana,ThaiFootballs ,,
Ibrar_1933,ThaiFootballs ,,
LambeyNyengir,persib ,,
LambeyNyengir,Indomielovers ,,
a_peye23,jawapos ,,
a_peye23,PSSI ,,
atepmedjaya,ThaiFootballs ,,
pais_hileud,persib ,,
IrvanP_,thinkerbeller ,,
IrvanP_,PRFMnews ,,
rafii_nabawi,GOAL_ID ,,
regarakhman,labbola ,,
regarakhman,"persib, ",,
atepmedjaya,indosportdotcom ,,
torasoeherman,AsliTiBandung_ ,,
torasoeherman,badboysbdg_ ,,
torasoeherman,persib ,,
mohamadrizwan16,persib ,,
NasionalBicara,ThaiFootballs ,,
hallo_yak,bonekcasuals ,,
udansoleh2,ThaiFootballs ,,
egawikaya_,ThaiFootballs ,,
Raafi_12,Maya32285588 ,,
Raafi_12,republikaonline ,,
jaka_metalhead,BolaBanget ,,
maungleungsir33,ThaiFootballs ,,
rifkiakbar13,kevinarab69 ,,
rifkiakbar13,Kabar_Persib ,,
ayunindellany,ThaiFootballs ,,
LimRockbomb,persib ,,
vikingITENAS,AsliTiBandung_ ,,
vikingITENAS,badboysbdg_ ,,
vikingITENAS,persib ,,
NikoPriatna,labbola ,,
NikoPriatna,"persib, ",,
TyanBestyana,thinkerbeller ,,
TyanBestyana,PRFMnews ,,
3MasPrat,ThaiFootballs ,,
OdonOdi,Kabar_Persib ,,
Kabar_Persib,ThaiFootballs ,,
adzhiecz,labbola ,,
adzhiecz,"persib, ",,
Kabar_Persib,ThaiFootballs ,,
Kabar_Persib,ThaiFootballs ,,
TukangKomporin,Arsyadrizall ,,
Kabar_Persib,namaku_kate ,,
Kabar_Persib,"persib
PERSiB ",,
Agung_Sundara,sayakemal ,,
Agung_Sundara,Kabar_Persib ,,
hendikrakus,brandyup2 ,,
hendikrakus,Kabar_Persib ,,
TukangKomporin,TukangKomporin ,,
WardiaAndie,kevinarab69 ,,
WardiaAndie,Kabar_Persib ,,
marlianelnino,ThaiFootballs ,,
SetuBekasiSatu,thinkerbeller ,,
SetuBekasiSatu,PRFMnews ,,
k00path,TukangKomporin ,,
LimRockbomb,ThaiFootballs ,,
FrmnsyhRestu,MafiaWasit ,,
1999useless,_AwayDay ,,
ilham_maulagi,AsliTiBandung_ ,,
ilham_maulagi,badboysbdg_ ,,
ilham_maulagi,persib ,,
IKrisnova,ThaiFootballs ,,
Lukikilana,ThaiFootballs ,,
Ibrar_1933,ThaiFootballs ,,
Iwe_923,ThaiFootballs ,,
ghesa33,ThaiFootballs ,,
iqbalriandi,MafiaWasit ,,
penongtonbola,labbola ,,
penongtonbola,"persib, ",,
fahriir87,simamaung ,,
mang__polos,BobotohCadas ,,
mang__polos,persib ,,
agustianyuri30,ThaiFootballs ,,
ArdelinoArip,ThaiFootballs ,,
Ibrar_1933,BolaBanget ,,
TukangKomporin,ThaiFootballs ,,
CenFM,ThaiFootballs ,,
Ibrar_1933,voicebobotoh ,,
maungleungsir33,LalajoPersib ,,
bolagpsportcom,LalajoPersib ,,
BolaBanget,badboysbdg_ ,,
maungleungsir33,teddy_tjahjono ,,
maungleungsir33,persib ,,
AgusSurnyana,ThaiFootballs ,,
Ramadhanmario,_AwayDay ,,
JakCTYM,persib ,,
AripinSatuTujuh,labbola ,,
AripinSatuTujuh,"persib, ",,
insunpredator,ThaiFootballs ,,
kangope,ThaiFootballs ,,
hermansu_,_AwayDay ,,
s9ft,ThaiFootballs ,,
VikingBali,bonekcasuals ,,
okidongkii,AsliTiBandung_ ,,
okidongkii,badboysbdg_ ,,
okidongkii,persib ,,
kopifans,bonekcasuals ,,
Oktober022,ThaiFootballs ,,
dilanuraa,ThaiFootballs ,,
gentaprasidyaa,ThaiFootballs ,,
Ibrar_1933,ThaiFootballs ,,
regiemfajar2,ThaiFootballs ,,
TantanFauzani,persib ,,
roezthandy,PRFMnews ,,
roezthandy,ThaiFootballs ,,
Praserius,ThaiFootballs ,,
Ardii29,ThaiFootballs ,,
fikriaultur,ThaiFootballs ,,
umar_woto,badboysbdg_ ,,
riscuris,Wahyu78P ,,
riscuris,panditfootball ,,
sanekalamerah,ThaiFootballs ,,
RinaldiFuari,ThaiFootballs ,,
UelahReza,namaku_kate ,,
UelahReza,im_bobs) ,,
ihbnroll,ThaiFootballs ,,
sbgdicky,AsliTiBandung_ ,,
sbgdicky,badboysbdg_ ,,
sbgdicky,persib ,,
xboripx,ThaiFootballs ,,
abizaryuwono,labbola ,,
abizaryuwono,"persib, ",,
pais_hileud,ThaiFootballs ,,
A_che_P,ThaiFootballs ,,
panjisubk,ThaiFootballs ,,
rindinoviansya1,badboysbdg_ ,,
Nazikhin,ThaiFootballs ,,
Furyhendartama,thinkerbeller ,,
Furyhendartama,PRFMnews ,,
aliazisakbar_,ThaiFootballs ,,
Iwe_923,ThaiFootballs ,,
budykusmandar,bonekcasuals ,,
rizasaputra,ThaiFootballs ,,
badboysbdg_,ThaiFootballs ,,
adhialves,ThaiFootballs ,,
dayatbaso87,deanypermana ,,
nashirfawzy,ThaiFootballs ,,
HilmanNug,AsliTiBandung_ ,,
HilmanNug,badboysbdg_ ,,
HilmanNug,persib ,,
kakepatduapuluh,ThaiFootballs ,,
14Maman,ThaiFootballs ,,
Riki43665418,_AwayDay ,,
di_kysapu,_AwayDay ,,
kevinarab69,tongtongbiru ,,
kevinarab69,KimKurniawan ,,
kevinarab69,persib ,,
maunggemstone,_AwayDay ,,
pangandaranism_,VikingBatam ,,
pangandaranism_,persib ,,
pangandaranism_,persipura63 ,,
Naimvcu,_AwayDay ,,
Rekirahwana,Kabar_Persib ,,
gentaprasidyaa,ThaiFootballs ,,
Naimvcu,ThaiFootballs ,,
AsepRN9,ThaiFootballs ,,
AndreiVaristian,ThaiFootballs ,,
AndreiVaristian,badboysbdg_ ,,
AndreiVaristian,persib,,
